store_risk_rank_desc,persistent_id_store,store_max_predicted_proba,store_predicted_positive_thr012,obs_month_start,obs_month,LOCATION_NAME,LATITUDE,LONGITUDE
281,5853034,0.022553146,0,2026-01-01,2026-01,Le Pain Quotidien,40.754216,-73.978962
282,7304482,0.022500824,0,2025-12-01,2025-12,Mighty Quinn's BBQ,40.7207895,-73.843254
283,877427,0.022481058,0,2026-01-01,2026-01,Sonic Corp.,40.5204885,-74.2356938
284,12194835,0.022309996,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.713333,-73.8294365
285,5970253,0.022254426,0,2025-12-01,2025-12,Just Salad LLC,40.7493525,-73.975772
286,2548345,0.022221884,0,2025-12-01,2025-12,Starbucks Corporation,40.7491256,-73.9752851
287,6297183,0.02222119,0,2025-12-01,2025-12,"Peachwave, LLC",40.8560515,-73.855981
288,806227,0.022215864,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.8558297,-73.867302
289,6300900,0.022174621,0,2025-12-01,2025-12,Wingstop Inc.,40.8800445,-73.9043985
290,6176587,0.022147285,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.775809,-73.911688
291,12165738,0.022080703,0,2025-12-01,2025-12,Bento Sushi,40.6412665,-73.782674
292,5719095,0.02206835,0,2026-01-01,2026-01,Tropical Smoothie Cafe,40.566207,-74.112714
293,13288789,0.021961702,0,2025-12-01,2025-12,Papa John's International Inc.,40.593261,-73.793582
294,1256763,0.021961287,0,2026-01-01,2026-01,Starbucks Corporation,40.7563386,-73.9784206
295,7126520,0.021950139,0,2026-01-01,2026-01,OddFellows Ice Cream Co,40.703259,-73.9922425
296,7242433,0.021936497,0,2026-01-01,2026-01,Caffe Vita Coffee Roasting,40.7197045,-73.9883285
297,5718154,0.02192955,0,2025-12-01,2025-12,Cosi Inc.,40.7625585,-73.995067
298,5818504,0.021822203,0,2026-01-01,2026-01,Melt Shop,40.7098235,-74.0065215
299,523172,0.021758117,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.7589388,-73.9687636
300,1596923,0.02158847,0,2026-01-01,2026-01,Papa John's International Inc.,40.6807639,-73.8437838
301,5971023,0.021553105,0,2026-01-01,2026-01,Juice Press,40.763685,-73.965336
302,7301815,0.02155307,0,2026-01-01,2026-01,H&H Bagels,40.674601,-73.871969
303,1503717,0.021506391,0,2026-01-01,2026-01,The Wendy's Company,40.5881985,-74.1669202
304,7302851,0.021330649,0,2025-12-01,2025-12,KPOT Korean BBQ & Hot Pot,40.8642255,-73.827203
305,11692908,0.021203443,0,2026-01-01,2026-01,"Dunkin' Brands Group, Inc.",40.759564,-73.8306275
306,11517241,0.021065721,0,2025-12-01,2025-12,"Popeyes Louisiana Kitchen, Inc.",40.848393,-73.91217
307,12134494,0.020965952,0,2025-12-01,2025-12,Starbucks Pickup with Amazon Go,40.763018,-73.9689125
308,5601745,0.020962948,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.7044069,-73.9288731
309,5718076,0.020739136,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.651255,-74.0071405
310,1258483,0.020665845,0,2026-01-01,2026-01,Starbucks Corporation,40.7791629,-73.9474632
311,6499897,0.020653697,0,2026-01-01,2026-01,Artichoke Basille's Pizza,40.6458265,-73.7752485
312,1321669,0.020645406,0,2025-12-01,2025-12,"Dunkin' Brands Group, Inc.",40.7847612,-73.9470421
313,5970966,0.020612303,0,2026-01-01,2026-01,Juice Press,40.7772565,-73.9554735
314,1323805,0.020609237,0,2025-12-01,2025-12,"Dunkin' Brands Group, Inc.",40.763498,-73.9818062
315,1537298,0.020590141,0,2026-01-01,2026-01,Burger King,40.7646555,-73.9327861
316,4722250,0.020526988,0,2026-01-01,2026-01,"Cava Group, Inc.",40.7541982,-73.9819061
317,5602082,0.020492263,0,2025-12-01,2025-12,"Popeyes Louisiana Kitchen, Inc.",40.6662557,-73.8824857
318,5861842,0.020471543,0,2025-12-01,2025-12,"Popeyes Louisiana Kitchen, Inc.",40.8225925,-73.891379
319,1538818,0.020462891,0,2025-12-01,2025-12,"Domino's Pizza, Inc",40.621538,-73.9360946
320,4658615,0.020412544,0,2025-12-01,2025-12,"Chipotle Mexican Grill, Inc.",40.75286,-73.98855
321,1249527,0.020380383,0,2025-12-01,2025-12,Starbucks Corporation,40.6210588,-74.0258957
322,5970241,0.020343678,0,2025-12-01,2025-12,Just Salad LLC,40.7066405,-74.0072245
323,7248353,0.02032403,0,2026-01-01,2026-01,Intelligentsia Coffee,40.745878,-74.005048
324,12173337,0.020306345,0,2026-01-01,2026-01,Tiger Sugar,40.6026075,-73.995326
325,11433169,0.020301925,0,2026-01-01,2026-01,"Cafeterias, Grill Buffets, and Buffets",40.8511314,-73.9386063
326,11687656,0.020281846,0,2026-01-01,2026-01,"Jimmy John's Franchise, LLC",40.6933915,-73.96463
327,6266664,0.020137476,0,2025-12-01,2025-12,Carvel,40.73738,-73.8770265
328,7298059,0.020093588,0,2025-12-01,2025-12,Chip City Cookies,40.718584,-73.841588
329,2420137,0.020069096,0,2026-01-01,2026-01,Taco Bell,40.882885,-73.8247427
330,5174497,0.020011146,0,2025-12-01,2025-12,"Chick-fil-A,  Inc.",40.7612031,-73.9686012
331,1323895,0.019905942,0,2026-01-01,2026-01,"Dunkin' Brands Group, Inc.",40.5942276,-73.7895889
332,1233524,0.019880198,0,2026-01-01,2026-01,Shake Shack Inc.,40.80682,-73.942429
333,11691903,0.0198438,0,2025-12-01,2025-12,"Dunkin' Brands Group, Inc.",40.6781625,-73.898337
334,1324643,0.019815741,0,2026-01-01,2026-01,"Dunkin' Brands Group, Inc.",40.6068779,-73.9627305
335,805730,0.019788839,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.8625734,-73.8962082
336,9734189,0.019779256,0,2025-12-01,2025-12,Snack and Nonalcoholic Beverage Bars,40.5767593,-73.964653
337,6047302,0.01972153,0,2025-12-01,2025-12,"Jet's America, Inc.",40.762211,-73.9635105
338,6015745,0.019712105,0,2026-01-01,2026-01,Pret A Manger,40.7541562,-73.988659
339,1256472,0.019711407,0,2025-12-01,2025-12,Starbucks Corporation,40.7096142,-74.0105097
340,805683,0.019634608,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.6362033,-74.0120119
341,12179940,0.019476736,0,2026-01-01,2026-01,Mango Mango Dessert,40.760298,-73.8292555
342,5515015,0.01942819,0,2026-01-01,2026-01,"Checkers Drive-In Restaurants, Inc.",40.6636373,-73.96077
343,5766665,0.01940385,0,2026-01-01,2026-01,"Sweetgreen, Inc.",40.7157805,-73.9591825
344,1252605,0.01928973,0,2025-12-01,2025-12,Starbucks Corporation,40.757147,-73.9692347
345,5766615,0.019183327,0,2025-12-01,2025-12,"Sweetgreen, Inc.",40.754711,-73.98309
346,1252322,0.019155664,0,2025-12-01,2025-12,Starbucks Corporation,40.7607816,-73.8303871
347,5562774,0.019104391,0,2026-01-01,2026-01,Smashburger,40.6535404,-73.871613
348,4756205,0.01908043,0,2025-12-01,2025-12,Bareburger Group LLC,40.7434897,-73.9535909
349,1259071,0.018978734,0,2026-01-01,2026-01,Starbucks Corporation,40.7063465,-74.0065858
350,9147741,0.018971428,0,2026-01-01,2026-01,"Domino's Pizza, Inc",40.5868675,-73.812049
351,8754070,0.018859467,0,2025-12-01,2025-12,"Cafeterias, Grill Buffets, and Buffets",40.8293991,-73.875351
352,1305598,0.018851273,0,2026-01-01,2026-01,Baskin-Robbins,40.7523997,-73.9946743
353,5031372,0.0188036,0,2025-12-01,2025-12,"Domino's Pizza, Inc",40.782828,-73.9454176
354,12071960,0.01879029,0,2025-12-01,2025-12,Dave's Hot Chicken,40.7780255,-73.955021
355,2547019,0.018777303,0,2025-12-01,2025-12,Starbucks Corporation,40.7619632,-73.9249041
356,5818393,0.018758073,0,2025-12-01,2025-12,Gong Cha USA,40.7592645,-73.829064
357,523020,0.018745657,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.8602847,-73.8905145
358,1317128,0.018676978,0,2026-01-01,2026-01,"Dunkin' Brands Group, Inc.",40.7490056,-73.8903054
359,5429727,0.01854442,0,2025-12-01,2025-12,Starbucks Corporation,40.74713,-73.99402
360,10040163,0.018480213,0,2026-01-01,2026-01,"Cafeterias, Grill Buffets, and Buffets",40.6357307,-74.0086823
361,805273,0.018478012,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.8020855,-73.948669
362,5602231,0.018462637,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.5936794,-73.9797287
363,6499901,0.018374845,0,2026-01-01,2026-01,Artichoke Basille's Pizza,40.619182,-74.0301375
364,7305107,0.018338397,0,2025-12-01,2025-12,NAYA,40.7123185,-74.015742
365,6298330,0.018275127,0,2026-01-01,2026-01,Taco Bell,40.59208,-74.163245
366,7321413,0.01815108,0,2026-01-01,2026-01,Kentucky Fried Chicken,40.760217,-73.828226
367,2055502,0.018130625,0,2026-01-01,2026-01,"Nathan's Famous, Inc.",40.7217796,-74.0094858
368,5863337,0.0180944,0,2025-12-01,2025-12,Playa Bowls IP LLC,40.7677525,-73.991638
369,13372869,0.018083336,0,2025-12-01,2025-12,Jollibee Foods Corporation,40.733712,-73.869679
370,5535601,0.017959692,0,2025-12-01,2025-12,Little Caesar Enterprises Inc.,40.747895,-73.879822
371,12068457,0.017949793,0,2025-12-01,2025-12,Just Salad LLC,40.7756015,-73.9110215
372,6315409,0.017934328,0,2025-12-01,2025-12,Sticky's Finger Joint,40.75478,-73.9864915
373,1305555,0.017740337,0,2025-12-01,2025-12,Baskin-Robbins,40.6502331,-73.7924581
374,6350006,0.01768829,0,2026-01-01,2026-01,Golden Krust Caribbean Bakery and Grill,40.636687,-73.9372335
375,1258565,0.017684553,0,2026-01-01,2026-01,Starbucks Corporation,40.776138,-73.950242
376,5070529,0.017676469,0,2025-12-01,2025-12,Starbucks Corporation,40.8414113,-73.9430932
377,805153,0.017650671,0,2025-12-01,2025-12,"Popeyes Louisiana Kitchen, Inc.",40.6967432,-73.9354462
378,6176637,0.01760153,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.7307595,-73.954081
379,6294914,0.01756908,0,2026-01-01,2026-01,Starbucks Corporation,40.758864,-73.9659265
380,3760390,0.01752441,0,2026-01-01,2026-01,"Nathan's Famous, Inc.",40.7073958,-74.0101945
381,4743314,0.01752386,0,2026-01-01,2026-01,Panda Express,40.8630638,-73.9014804
382,7295931,0.017521128,0,2025-12-01,2025-12,Beatnic,40.706547,-74.0041105
383,5766591,0.017443892,0,2025-12-01,2025-12,"Sweetgreen, Inc.",40.7545515,-73.9765275
384,6298392,0.01743313,0,2026-01-01,2026-01,Taco Bell,40.671324,-73.8560255
385,2546355,0.017423054,0,2025-12-01,2025-12,Starbucks Corporation,40.7603739,-73.9611089
386,522860,0.017382978,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.7203495,-73.8459536
387,1558949,0.01736065,0,2026-01-01,2026-01,Kentucky Fried Chicken,40.6697542,-73.9118656
388,5380104,0.017328119,0,2025-12-01,2025-12,Burger King,40.6668905,-73.7527231
389,13288685,0.017140467,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.810853,-73.952182
390,5381052,0.017096084,0,2026-01-01,2026-01,Burger King,40.8190385,-73.9273702
391,1320119,0.017072415,0,2025-12-01,2025-12,"Dunkin' Brands Group, Inc.",40.7485134,-73.9734599
392,1596975,0.017040804,0,2026-01-01,2026-01,Papa John's International Inc.,40.6570519,-73.9528658
393,5975404,0.017023288,0,2026-01-01,2026-01,Taco Dumbo,40.761009,-73.9782285
394,1321288,0.016981624,0,2026-01-01,2026-01,"Dunkin' Brands Group, Inc.",40.7539817,-73.9912993
395,5970963,0.016942704,0,2026-01-01,2026-01,Juice Press,40.6703135,-73.978525
396,6496525,0.016941434,0,2025-12-01,2025-12,Luke's Lobster,40.7842465,-73.977893
397,11467075,0.016905813,0,2026-01-01,2026-01,"Cafeterias, Grill Buffets, and Buffets",40.6623569,-73.9083135
398,2546981,0.01690063,0,2025-12-01,2025-12,Starbucks Corporation,40.7859673,-73.9506741
399,12183885,0.016898707,0,2026-01-01,2026-01,maman,40.754426,-73.985563
400,6298066,0.01686953,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.823834,-73.8915895
401,5428505,0.016863853,0,2025-12-01,2025-12,Starbucks Corporation,40.6076854,-73.9596131
402,13287969,0.016861316,0,2026-01-01,2026-01,"Chick-fil-A,  Inc.",40.794332,-73.966068
403,5803484,0.016849479,0,2025-12-01,2025-12,Pressed Juicery,40.804857,-73.966619
404,1532829,0.016819922,0,2026-01-01,2026-01,Burger King,40.6138975,-73.9260712
405,2297918,0.016788464,0,2026-01-01,2026-01,"Domino's Pizza, Inc",40.8338758,-73.8568769
406,11496801,0.016775018,0,2025-12-01,2025-12,Wingstop Inc.,40.7492,-73.8667365
407,4678881,0.016774138,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.8043945,-73.9380919
408,5601907,0.01672595,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.7539567,-73.9144506
409,1323583,0.016645383,0,2025-12-01,2025-12,"Dunkin' Brands Group, Inc.",40.7525607,-73.9734365
410,13516815,0.016577141,0,2026-01-01,2026-01,Just Salad LLC,40.718145,-73.8457185
411,1531321,0.016547434,0,2025-12-01,2025-12,Burger King,40.7616028,-73.7593632
412,2370301,0.016542645,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.795007,-73.9656563
413,2370427,0.016416455,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.6320545,-73.9478957
414,11687682,0.016370613,0,2026-01-01,2026-01,"Jimmy John's Franchise, LLC",40.7524585,-73.994741
415,1260349,0.01631513,0,2026-01-01,2026-01,Starbucks Corporation,40.7606022,-73.9785084
416,13368201,0.016224442,0,2025-12-01,2025-12,Starbucks Corporation,40.749845,-73.8701605
417,6266552,0.016185278,0,2025-12-01,2025-12,Carvel,40.576926,-73.94381
418,1257109,0.016149137,0,2025-12-01,2025-12,Starbucks Corporation,40.7155587,-74.0089394
419,1503874,0.016134446,0,2026-01-01,2026-01,The Wendy's Company,40.7143345,-73.9005708
420,2310175,0.01612523,0,2025-12-01,2025-12,The Wendy's Company,40.7469702,-73.8925956
421,13288274,0.016076047,0,2025-12-01,2025-12,Buffalo Wild Wings Inc.,40.7268275,-73.7890705
422,5781977,0.016073294,0,2025-12-01,2025-12,Haagen-Dasz,40.694717,-73.994675
423,2429746,0.016060561,0,2025-12-01,2025-12,"Nathan's Famous, Inc.",40.7611626,-73.982798
424,2297897,0.01599485,0,2025-12-01,2025-12,"Domino's Pizza, Inc",40.7226811,-73.9891068
425,5429249,0.015994115,0,2025-12-01,2025-12,Starbucks Corporation,40.7068192,-74.0130008
426,1253703,0.015985413,0,2025-12-01,2025-12,Starbucks Corporation,40.7451603,-73.9989167
427,5718123,0.015984295,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.7759695,-73.9112215
428,4886244,0.015977832,0,2025-12-01,2025-12,Red Lobster Hospitality LLC.,40.6509215,-73.8700495
429,1250004,0.015950954,0,2025-12-01,2025-12,Starbucks Corporation,40.6050439,-73.9985251
430,4915976,0.015895862,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.7000306,-73.9409736
431,1538756,0.015865063,0,2025-12-01,2025-12,"Domino's Pizza, Inc",40.6755486,-73.8120266
432,8680492,0.01583656,0,2026-01-01,2026-01,Snack and Nonalcoholic Beverage Bars,40.7251816,-73.9836426
433,7005876,0.01582041,0,2026-01-01,2026-01,Freshens,40.7219725,-73.794914
434,7126414,0.015803648,0,2026-01-01,2026-01,The Ainsworth,40.7313625,-73.988944
435,1251355,0.0157808,0,2026-01-01,2026-01,Starbucks Corporation,40.7048486,-74.0072416
436,10321169,0.015753958,0,2026-01-01,2026-01,"Cafeterias, Grill Buffets, and Buffets",40.7846337,-73.9508706
437,11517066,0.015724832,0,2026-01-01,2026-01,"Jamba, Inc.",40.6406855,-73.782118
438,1322966,0.015723377,0,2026-01-01,2026-01,"Dunkin' Brands Group, Inc.",40.7783559,-73.9566652
439,1324382,0.015700385,0,2025-12-01,2025-12,"Dunkin' Brands Group, Inc.",40.7086343,-73.9590023
440,6499899,0.015680082,0,2026-01-01,2026-01,Artichoke Basille's Pizza,40.706381,-73.9228805
441,805868,0.015643656,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.5752892,-73.9803019
442,4756183,0.01562006,0,2026-01-01,2026-01,Bareburger Group LLC,40.761732,-73.770367
443,6266661,0.0155813135,0,2025-12-01,2025-12,Carvel,40.745229,-73.905812
444,5795048,0.015542546,0,2026-01-01,2026-01,Kung Fu Tea,40.598693,-73.956605
445,1590662,0.015511248,0,2026-01-01,2026-01,Taco Bell,40.6493406,-73.8915472
446,1250382,0.015361338,0,2025-12-01,2025-12,Starbucks Corporation,40.7660887,-73.9575148
447,1558948,0.0153551875,0,2026-01-01,2026-01,Kentucky Fried Chicken,40.7629426,-73.9160718
448,6500857,0.0153249735,0,2026-01-01,2026-01,Mamoun's Falafel,40.728718,-73.988577
449,4761686,0.015279162,0,2026-01-01,2026-01,Pret A Manger,40.7658695,-73.9540665
450,5741894,0.015278911,0,2026-01-01,2026-01,Pollo Campero,40.64763,-74.008033
451,1537324,0.015278802,0,2026-01-01,2026-01,Burger King,40.6806222,-73.9493136
452,7299123,0.015234086,0,2026-01-01,2026-01,Dallas BBQ,40.705312,-73.8017865
453,7244369,0.015191438,0,2026-01-01,2026-01,Gregorys Coffee,40.704376,-74.0117875
454,1258672,0.015172623,0,2025-12-01,2025-12,Starbucks Corporation,40.7712342,-73.9569334
455,5070498,0.015164133,0,2026-01-01,2026-01,Starbucks Corporation,40.7000685,-73.9411049
456,7251927,0.015146049,0,2026-01-01,2026-01,Red Mango,40.7099345,-74.006778
457,12185791,0.015101517,0,2026-01-01,2026-01,Artichoke Pizza,40.7321605,-73.983888
458,12153388,0.015100708,0,2025-12-01,2025-12,MrBeast Burger,40.885519,-73.85525
459,5017178,0.015065919,0,2026-01-01,2026-01,Taco Bell,40.7762929,-73.9524828
460,522428,0.015059504,0,2025-12-01,2025-12,"Chipotle Mexican Grill, Inc.",40.7776847,-73.954451
461,7238547,0.015050298,0,2025-12-01,2025-12,Argo Tea,40.7422455,-73.974271
462,5542158,0.014968198,0,2025-12-01,2025-12,"Moe's Southwest Grill, LLC",40.863771,-73.8275335
463,7238422,0.014967881,0,2026-01-01,2026-01,Ample Hills Creamery,40.6786145,-73.9682225
464,4744763,0.014959918,0,2026-01-01,2026-01,Del Frisco's Double Eagle Steakhouse,40.7594462,-73.982223
465,521883,0.014951579,0,2025-12-01,2025-12,"Chipotle Mexican Grill, Inc.",40.7593988,-73.9826657
466,6266610,0.014648354,0,2025-12-01,2025-12,Carvel,40.8622955,-73.893553
467,5970971,0.014519598,0,2026-01-01,2026-01,Juice Press,40.7818375,-73.9796955
468,5693922,0.014518308,0,2025-12-01,2025-12,The Wendy's Company,40.7746316,-73.8718369
469,1502369,0.014497038,0,2025-12-01,2025-12,The Wendy's Company,40.8895913,-73.8199463
470,5718061,0.014482174,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.7593895,-73.9183165
471,1318030,0.014481221,0,2026-01-01,2026-01,"Dunkin' Brands Group, Inc.",40.7322205,-73.9815192
472,3633116,0.014439395,0,2025-12-01,2025-12,"Chick-fil-A,  Inc.",40.7347498,-73.8691367
473,4772722,0.014416632,0,2026-01-01,2026-01,Shake Shack Inc.,40.729235,-74.0055163
474,12173341,0.014323601,0,2025-12-01,2025-12,Tiger Sugar,40.7344595,-73.8699375
475,5766639,0.014298853,0,2026-01-01,2026-01,"Sweetgreen, Inc.",40.739249,-74.0058865
476,2544424,0.014292578,0,2026-01-01,2026-01,Starbucks Corporation,40.7045942,-74.0089153
477,1600290,0.014286586,0,2026-01-01,2026-01,Olive Garden,40.7339844,-73.8687276
478,1086735,0.014242094,0,2025-12-01,2025-12,McDonald's Corp.,40.8160427,-73.9168592
479,5839609,0.014215387,0,2025-12-01,2025-12,Pokeworks,40.669231,-73.9799355
480,7305098,0.014174778,0,2025-12-01,2025-12,NAYA,40.751774,-73.996186
481,12193966,0.014161997,0,2026-01-01,2026-01,Venchi ,40.7740375,-73.959356
482,2304194,0.014135186,0,2026-01-01,2026-01,Papa John's International Inc.,40.6730999,-73.7900893
483,6323349,0.014114688,0,2025-12-01,2025-12,Buffalo Wild Wings Inc.,40.747366,-73.9231395
484,5428866,0.014113959,0,2025-12-01,2025-12,Starbucks Corporation,40.860661,-73.8903508
485,2297912,0.014001683,0,2025-12-01,2025-12,"Domino's Pizza, Inc",40.8117481,-73.9544111
486,5759285,0.013981877,0,2025-12-01,2025-12,Cinnabon,40.734546,-73.869651
487,13455611,0.013928943,0,2025-12-01,2025-12,16 Handles,40.6840125,-73.995374
488,5560993,0.013856954,0,2026-01-01,2026-01,White Castle System Inc,40.679827,-73.8404265
489,6349984,0.013855112,0,2026-01-01,2026-01,Golden Krust Caribbean Bakery and Grill,40.7371765,-73.995812
490,522797,0.013810651,0,2025-12-01,2025-12,"Chipotle Mexican Grill, Inc.",40.6892434,-73.9928367
491,3669291,0.013805644,0,2025-12-01,2025-12,"Domino's Pizza, Inc",40.8664119,-73.8618638
492,2297884,0.013666686,0,2026-01-01,2026-01,"Domino's Pizza, Inc",40.672369,-73.8914198
493,6350010,0.01365207,0,2025-12-01,2025-12,Golden Krust Caribbean Bakery and Grill,40.636514,-73.892378
494,6266709,0.013635085,0,2026-01-01,2026-01,Carvel,40.644072,-74.072442
495,12185792,0.013621924,0,2026-01-01,2026-01,Artichoke Pizza,40.645881,-73.7755895
496,7311572,0.01361386,0,2025-12-01,2025-12,Tacombi,40.7046995,-74.011702
497,11517214,0.013598885,0,2026-01-01,2026-01,"Popeyes Louisiana Kitchen, Inc.",40.8111895,-73.927701
498,5781971,0.013544923,0,2025-12-01,2025-12,Haagen-Dasz,40.759296,-73.829043
499,11692513,0.013522248,0,2026-01-01,2026-01,"Dunkin' Brands Group, Inc.",40.805786,-73.940139
500,12173372,0.013518617,0,2026-01-01,2026-01,Tiger Sugar,40.753394,-73.9742745
501,7251919,0.013517751,0,2025-12-01,2025-12,Red Mango,40.7485975,-73.756056
502,10611192,0.013509805,0,2025-12-01,2025-12,"Cafeterias, Grill Buffets, and Buffets",40.8206373,-73.9552252
503,2362254,0.013508834,0,2026-01-01,2026-01,Tim Hortons Inc.,40.5901857,-74.0883711
504,5979630,0.013504761,0,2026-01-01,2026-01,Oath Pizza,40.7664385,-73.9633285
505,1536986,0.013497191,0,2025-12-01,2025-12,Burger King,40.7035379,-73.8209387
506,2447143,0.013483197,0,2025-12-01,2025-12,Wingstop Inc.,40.8531638,-73.9061712
507,1505471,0.0134373475,0,2026-01-01,2026-01,The Wendy's Company,40.752606,-73.973353
508,7311559,0.0133633,0,2025-12-01,2025-12,Texas Chicken & Burgers,40.5758405,-73.9798145
509,2370514,0.013358491,0,2026-01-01,2026-01,"Chipotle Mexican Grill, Inc.",40.6772716,-73.9722052
510,1257355,0.013338533,0,2025-12-01,2025-12,Starbucks Corporation,40.7508654,-73.9753193
511,5766588,0.013316743,0,2026-01-01,2026-01,"Sweetgreen, Inc.",40.744207,-73.9728715
512,7249870,0.013306071,0,2025-12-01,2025-12,Menchie's Frozen Yogurt,40.5666325,-74.1119935
513,6352128,0.013206357,0,2026-01-01,2026-01,NrGize Lifestyle Cafe,40.587845,-74.1914895
